Epoch, Train Loss, Train Acc, Val Loss, Val Acc
531, 0.0756, 0.9775, 2.1474, 0.6479
532, 0.0720, 0.9779, 2.2039, 0.6475
533, 0.0657, 0.9816, 2.1282, 0.6558
534, 0.0695, 0.9789, 2.1687, 0.6453
535, 0.0725, 0.9785, 2.1207, 0.6584
536, 0.0705, 0.9790, 2.2998, 0.6306
537, 0.0837, 0.9742, 2.2596, 0.6445
538, 0.0794, 0.9768, 2.3986, 0.6224
539, 0.0663, 0.9806, 2.2551, 0.6393
540, 0.0756, 0.9763, 2.2738, 0.6393
541, 0.0675, 0.9809, 2.1499, 0.6625
542, 0.0654, 0.9808, 2.2133, 0.6441
543, 0.0790, 0.9763, 2.2124, 0.6460
544, 0.0739, 0.9784, 2.0940, 0.6502
545, 0.0747, 0.9785, 2.1084, 0.6592
546, 0.0677, 0.9790, 2.1225, 0.6509
547, 0.0793, 0.9748, 2.1667, 0.6430
548, 0.0782, 0.9778, 2.1981, 0.6479
549, 0.0757, 0.9784, 2.2598, 0.6318
550, 0.0772, 0.9770, 2.1331, 0.6494
551, 0.0699, 0.9794, 2.2415, 0.6490
552, 0.0675, 0.9814, 2.1503, 0.6434
553, 0.0776, 0.9772, 2.1610, 0.6562
554, 0.0750, 0.9781, 2.2540, 0.6456
555, 0.0828, 0.9754, 2.2126, 0.6456
556, 0.0816, 0.9756, 2.1533, 0.6438
557, 0.0791, 0.9766, 2.1652, 0.6528
558, 0.0694, 0.9785, 2.0528, 0.6528
559, 0.0652, 0.9809, 2.0319, 0.6644
560, 0.0607, 0.9828, 2.0222, 0.6629
561, 0.0561, 0.9847, 2.0256, 0.6712
562, 0.0613, 0.9829, 2.1388, 0.6524
563, 0.0672, 0.9787, 2.1103, 0.6629
564, 0.0727, 0.9773, 2.0048, 0.6625
565, 0.0617, 0.9812, 2.1501, 0.6453
566, 0.0661, 0.9801, 2.1279, 0.6625
567, 0.0698, 0.9807, 2.1787, 0.6625
568, 0.0665, 0.9797, 2.1284, 0.6652
569, 0.0580, 0.9837, 2.0647, 0.6607
570, 0.0664, 0.9806, 2.1560, 0.6569
571, 0.0665, 0.9812, 2.2795, 0.6318
572, 0.0751, 0.9781, 2.1356, 0.6592
573, 0.0682, 0.9803, 2.1032, 0.6655
574, 0.0668, 0.9816, 2.0480, 0.6622
575, 0.0685, 0.9800, 2.2660, 0.6426
576, 0.0707, 0.9804, 2.1153, 0.6607
577, 0.0758, 0.9776, 2.1968, 0.6539
578, 0.0692, 0.9788, 2.1865, 0.6532
579, 0.0871, 0.9733, 2.2888, 0.6396
580, 0.0782, 0.9756, 2.2372, 0.6400
581, 0.0702, 0.9782, 2.1411, 0.6539
582, 0.0712, 0.9788, 2.1240, 0.6558
583, 0.0673, 0.9804, 2.1944, 0.6505
584, 0.0806, 0.9761, 2.2421, 0.6524
585, 0.0691, 0.9797, 12.7852, 0.2260
586, 0.0772, 0.9764, 2.2737, 0.6348
587, 0.0833, 0.9746, 2.1992, 0.6329
588, 0.0981, 0.9709, 2.3138, 0.6464
589, 0.0848, 0.9749, 2.3852, 0.6205
590, 0.0735, 0.9799, 2.0778, 0.6520
591, 0.0690, 0.9795, 2.1935, 0.6535
592, 0.0631, 0.9815, 2.1918, 0.6498
593, 0.0650, 0.9809, 2.2401, 0.6475
594, 0.0597, 0.9816, 2.1195, 0.6637
595, 0.0501, 0.9852, 2.0361, 0.6753
596, 0.0456, 0.9877, 2.1056, 0.6554
597, 0.0525, 0.9847, 2.0492, 0.6674
598, 0.0489, 0.9869, 2.0689, 0.6625
599, 0.0500, 0.9853, 2.1105, 0.6569
600, 0.0638, 0.9821, 2.9816, 0.5409
601, 0.0835, 0.9733, 2.2923, 0.6434
602, 0.0830, 0.9747, 2.1514, 0.6456
603, 0.0719, 0.9780, 2.0994, 0.6588
604, 0.0647, 0.9802, 2.1410, 0.6565
605, 0.0535, 0.9833, 2.0889, 0.6592
606, 0.0538, 0.9841, 2.1342, 0.6644
607, 0.0476, 0.9864, 2.0608, 0.6712
608, 0.0436, 0.9881, 2.1832, 0.6655
609, 0.0510, 0.9850, 2.1960, 0.6633
610, 0.0539, 0.9844, 2.1766, 0.6618
611, 0.0585, 0.9814, 2.2272, 0.6618
612, 0.0555, 0.9857, 2.2065, 0.6547
613, 0.0647, 0.9812, 2.1352, 0.6569
614, 0.0512, 0.9859, 2.1500, 0.6577
615, 0.0499, 0.9853, 2.2054, 0.6637
616, 0.0505, 0.9852, 2.0327, 0.6809
617, 0.0510, 0.9847, 2.0860, 0.6592
618, 0.0451, 0.9871, 2.0750, 0.6753
619, 0.0493, 0.9872, 2.1500, 0.6584
620, 0.0670, 0.9794, 2.1505, 0.6565
621, 0.0756, 0.9781, 2.1554, 0.6573
622, 0.0677, 0.9794, 2.1479, 0.6528
623, 0.0695, 0.9793, 2.1939, 0.6625
624, 0.0721, 0.9778, 2.1390, 0.6550
625, 0.0654, 0.9828, 2.1975, 0.6569
626, 0.0612, 0.9814, 2.0424, 0.6610
627, 0.0561, 0.9840, 2.1033, 0.6712
628, 0.0640, 0.9808, 2.1162, 0.6682
629, 0.0591, 0.9824, 2.1661, 0.6438
630, 0.0578, 0.9830, 2.5194, 0.6381
631, 0.0497, 0.9866, 2.0195, 0.6757
632, 0.0566, 0.9832, 2.1182, 0.6674
633, 0.0565, 0.9831, 2.0875, 0.6652
634, 0.0541, 0.9839, 2.1005, 0.6670
635, 0.0562, 0.9838, 2.0953, 0.6648
636, 0.0482, 0.9868, 2.2660, 0.6610
637, 0.0441, 0.9879, 2.0963, 0.6742
638, 0.0472, 0.9870, 2.2474, 0.6622
639, 0.0561, 0.9830, 2.3180, 0.6565
640, 0.0605, 0.9824, 2.1612, 0.6637
641, 0.0494, 0.9855, 2.0968, 0.6821
642, 0.0445, 0.9883, 2.2057, 0.6629
643, 0.0514, 0.9842, 2.2648, 0.6663
644, 0.0517, 0.9853, 2.2067, 0.6592
645, 0.0523, 0.9839, 2.1088, 0.6700
646, 0.0509, 0.9852, 2.1383, 0.6708
647, 0.0506, 0.9852, 2.0900, 0.6607
648, 0.0474, 0.9881, 2.1317, 0.6670
649, 0.0443, 0.9874, 2.0367, 0.6734
650, 0.0463, 0.9865, 2.1477, 0.6667
651, 0.0447, 0.9882, 2.1918, 0.6603
652, 0.0446, 0.9862, 2.1450, 0.6712
653, 0.0500, 0.9855, 2.1642, 0.6592
654, 0.0487, 0.9853, 2.2284, 0.6580
655, 0.0522, 0.9844, 2.1812, 0.6652
656, 0.0392, 0.9887, 2.1251, 0.6768
657, 0.0398, 0.9870, 2.1013, 0.6697
658, 0.0546, 0.9846, 2.2146, 0.6580
659, 0.0481, 0.9870, 2.1952, 0.6667
660, 0.0595, 0.9833, 2.0362, 0.6866
661, 0.0555, 0.9823, 2.1349, 0.6689
662, 0.0523, 0.9855, 2.1215, 0.6715
663, 0.0478, 0.9844, 2.1048, 0.6884
664, 0.0481, 0.9863, 2.2176, 0.6670
665, 0.0487, 0.9855, 2.1482, 0.6749
666, 0.0541, 0.9837, 2.1611, 0.6772
667, 0.0657, 0.9819, 2.5593, 0.6310
668, 0.0549, 0.9838, 2.2488, 0.6445
669, 0.0501, 0.9844, 2.1069, 0.6633
670, 0.0442, 0.9876, 2.0825, 0.6768
671, 0.0418, 0.9883, 2.1281, 0.6738
672, 0.0500, 0.9842, 2.2242, 0.6670
673, 0.0432, 0.9873, 2.1450, 0.6618
674, 0.0541, 0.9847, 2.2839, 0.6517
675, 0.0437, 0.9866, 2.1583, 0.6543
676, 0.0475, 0.9848, 2.0498, 0.6749
677, 0.0442, 0.9883, 2.1990, 0.6573
678, 0.0454, 0.9860, 2.1818, 0.6655
679, 0.0480, 0.9870, 2.1121, 0.6648
680, 0.0390, 0.9887, 1.9839, 0.6914
681, 0.0371, 0.9901, 2.0965, 0.6685
682, 0.0431, 0.9870, 2.0288, 0.6802
683, 0.0445, 0.9858, 2.0587, 0.6824
684, 0.0407, 0.9891, 1.9924, 0.6776
685, 0.0412, 0.9884, 1.9873, 0.6839
686, 0.0352, 0.9905, 2.1340, 0.6648
687, 0.0343, 0.9910, 1.9956, 0.6753
688, 0.0362, 0.9904, 2.0742, 0.6712
689, 0.0412, 0.9873, 2.1177, 0.6727
690, 0.0446, 0.9875, 2.1543, 0.6768
691, 0.0422, 0.9879, 2.0744, 0.6813
692, 0.0388, 0.9886, 2.0251, 0.6798
693, 0.0287, 0.9916, 2.0211, 0.6937
694, 0.0460, 0.9868, 2.2259, 0.6667
695, 0.0411, 0.9875, 2.1312, 0.6802
696, 0.0397, 0.9889, 2.0873, 0.6768
697, 0.0361, 0.9886, 2.1429, 0.6712
698, 0.0373, 0.9895, 2.0869, 0.6742
699, 0.0335, 0.9906, 2.0938, 0.6783
700, 0.0317, 0.9914, 2.1673, 0.6712
701, 0.0376, 0.9891, 2.1304, 0.6783
702, 0.0352, 0.9891, 2.1565, 0.6742
703, 0.0325, 0.9899, 2.0478, 0.6888
704, 0.0312, 0.9920, 2.0577, 0.6798
705, 0.0312, 0.9917, 2.0832, 0.6745
706, 0.0293, 0.9923, 2.0848, 0.6783
707, 0.0282, 0.9915, 2.1346, 0.6817
708, 0.0272, 0.9935, 2.1069, 0.6854
709, 0.0251, 0.9933, 2.0782, 0.6866
710, 0.0319, 0.9907, 2.1417, 0.6723
711, 0.0437, 0.9882, 2.2237, 0.6670
712, 0.0373, 0.9884, 2.1962, 0.6761
713, 0.0393, 0.9896, 2.3458, 0.6648
714, 0.0405, 0.9876, 2.1196, 0.6824
715, 0.0332, 0.9904, 2.2611, 0.6764
716, 0.0403, 0.9881, 2.1828, 0.6791
717, 0.0609, 0.9829, 2.3294, 0.6550
718, 0.0572, 0.9823, 2.2998, 0.6719
719, 0.0472, 0.9859, 2.1657, 0.6798
720, 0.0367, 0.9891, 2.1552, 0.6832
721, 0.0358, 0.9904, 2.1714, 0.6730
722, 0.0352, 0.9895, 2.2190, 0.6667
723, 0.0363, 0.9890, 2.1811, 0.6836
724, 0.0311, 0.9912, 2.1856, 0.6723
725, 0.0272, 0.9928, 2.0313, 0.6854
726, 0.0298, 0.9920, 2.1589, 0.6858
727, 0.0269, 0.9928, 2.1503, 0.6723
728, 0.0287, 0.9915, 2.1911, 0.6742
729, 0.0257, 0.9923, 2.1971, 0.6768
730, 0.0326, 0.9910, 2.1481, 0.6783
731, 0.0267, 0.9926, 2.1224, 0.6749
732, 0.0285, 0.9918, 2.1429, 0.6821
733, 0.0300, 0.9917, 2.1341, 0.6817
734, 0.0378, 0.9887, 2.1607, 0.6734
735, 0.0323, 0.9899, 2.2272, 0.6776
736, 0.0316, 0.9900, 2.2061, 0.6776
737, 0.0314, 0.9916, 2.1590, 0.6888
738, 0.0384, 0.9881, 2.3862, 0.6565
739, 0.0376, 0.9886, 2.2516, 0.6753
740, 0.0339, 0.9911, 2.1370, 0.6941
741, 0.0302, 0.9916, 2.1145, 0.6809
742, 0.0278, 0.9908, 2.1066, 0.6776
743, 0.0309, 0.9911, 2.1840, 0.6851
744, 0.0376, 0.9889, 2.1679, 0.6824
745, 0.0270, 0.9912, 2.1420, 0.6914
746, 0.0266, 0.9919, 2.1062, 0.6903
747, 0.0297, 0.9914, 2.1182, 0.6899
748, 0.0337, 0.9916, 2.1093, 0.6896
749, 0.0298, 0.9923, 2.0980, 0.6839
750, 0.0321, 0.9900, 2.2614, 0.6779
751, 0.0310, 0.9908, 2.1454, 0.6727
752, 0.0257, 0.9916, 2.0809, 0.6944
753, 0.0215, 0.9950, 1.9854, 0.7038
754, 0.0216, 0.9933, 1.9916, 0.6911
755, 0.0212, 0.9945, 2.0595, 0.6941
756, 0.0214, 0.9938, 2.1149, 0.6884
757, 0.0204, 0.9950, 2.0582, 0.6952
758, 0.0218, 0.9944, 2.1344, 0.6839
759, 0.0266, 0.9921, 2.2461, 0.6738
760, 0.0332, 0.9904, 2.1572, 0.6851
761, 0.0347, 0.9900, 2.2015, 0.6787
762, 0.0253, 0.9931, 2.0403, 0.6899
763, 0.0314, 0.9907, 2.0516, 0.6892
764, 0.0320, 0.9895, 2.1273, 0.6918
765, 0.0306, 0.9905, 2.0611, 0.6911
766, 0.0291, 0.9926, 2.2911, 0.6595
767, 0.0381, 0.9895, 2.4368, 0.6558
768, 0.0427, 0.9878, 2.1660, 0.6730
769, 0.0352, 0.9889, 2.1986, 0.6697
770, 0.0273, 0.9929, 2.1982, 0.6659
771, 0.0408, 0.9879, 2.3545, 0.6629
772, 0.0359, 0.9886, 2.1928, 0.6798
773, 0.0424, 0.9870, 2.1289, 0.6851
774, 0.0401, 0.9883, 2.2109, 0.6648
775, 0.0371, 0.9889, 2.1764, 0.6712
776, 0.0401, 0.9878, 2.9037, 0.5709
777, 0.0483, 0.9844, 2.3359, 0.6614
778, 0.0362, 0.9892, 2.0698, 0.6899
779, 0.0253, 0.9926, 2.0447, 0.6911
780, 0.0282, 0.9921, 2.0617, 0.6922
781, 0.0298, 0.9910, 2.2614, 0.6768
782, 0.0305, 0.9911, 2.1445, 0.6873
783, 0.0343, 0.9905, 2.2942, 0.6588
784, 0.0435, 0.9862, 2.2787, 0.6652
785, 0.0329, 0.9901, 2.0922, 0.6862
786, 0.0301, 0.9907, 2.1467, 0.6884
787, 0.0352, 0.9891, 2.1272, 0.6836
788, 0.0341, 0.9903, 2.1311, 0.6843
789, 0.0267, 0.9913, 2.2277, 0.6738
790, 0.0266, 0.9916, 2.1255, 0.6922
791, 0.0262, 0.9916, 2.1548, 0.6873
792, 0.0236, 0.9931, 2.1141, 0.6869
793, 0.0211, 0.9947, 2.1588, 0.6858
794, 0.0205, 0.9945, 2.0334, 0.6993
795, 0.0192, 0.9947, 2.0447, 0.6986
796, 0.0162, 0.9960, 2.0526, 0.6997
797, 0.0131, 0.9964, 2.0334, 0.7020
798, 0.0149, 0.9963, 1.9940, 0.7031
799, 0.0174, 0.9952, 2.1124, 0.6952
800, 0.0240, 0.9933, 2.1590, 0.6757
801, 0.0209, 0.9948, 2.0891, 0.6866
802, 0.0210, 0.9944, 2.1207, 0.6843
803, 0.0204, 0.9947, 2.2419, 0.6903
804, 0.0226, 0.9932, 2.1722, 0.6851
805, 0.0249, 0.9942, 2.1969, 0.6697
806, 0.0248, 0.9930, 2.2286, 0.6712
807, 0.0268, 0.9930, 2.2429, 0.6806
808, 0.0274, 0.9912, 2.1647, 0.6907
809, 0.0278, 0.9915, 2.2799, 0.6877
810, 0.0241, 0.9924, 2.1968, 0.6941
811, 0.0284, 0.9918, 2.2281, 0.6821
812, 0.0272, 0.9921, 2.1407, 0.6854
813, 0.0286, 0.9913, 2.3379, 0.6862
814, 0.0297, 0.9913, 2.1830, 0.6832
815, 0.0307, 0.9906, 2.1155, 0.6933
816, 0.0292, 0.9916, 2.1382, 0.6764
817, 0.0294, 0.9915, 2.0286, 0.7068
818, 0.0304, 0.9905, 2.0779, 0.6922
819, 0.0344, 0.9891, 2.2759, 0.6794
820, 0.0267, 0.9919, 1.9863, 0.6989
821, 0.0283, 0.9911, 2.1881, 0.6873
822, 0.0284, 0.9916, 2.2051, 0.6839
823, 0.0238, 0.9933, 2.1922, 0.6839
824, 0.0279, 0.9916, 2.1415, 0.6929
825, 0.0261, 0.9925, 2.1385, 0.6862
826, 0.0358, 0.9901, 2.2958, 0.6659
827, 0.0348, 0.9901, 2.2433, 0.6768
828, 0.0330, 0.9909, 2.1611, 0.6824
829, 0.0333, 0.9897, 2.1219, 0.6967
830, 0.0296, 0.9917, 2.2203, 0.6753
831, 0.0331, 0.9901, 2.1589, 0.6877
832, 0.0246, 0.9934, 2.1575, 0.6914
833, 0.0261, 0.9927, 2.1286, 0.6813
834, 0.0205, 0.9941, 2.0305, 0.7023
835, 0.0180, 0.9947, 2.0173, 0.7072
836, 0.0188, 0.9942, 2.1279, 0.6971
837, 0.0156, 0.9951, 1.9507, 0.7155
838, 0.0163, 0.9956, 2.0378, 0.7121
839, 0.0184, 0.9958, 2.0512, 0.6986
840, 0.0180, 0.9951, 2.0881, 0.6989
841, 0.0225, 0.9928, 2.1256, 0.6967
842, 0.0243, 0.9917, 2.2194, 0.6832
843, 0.0285, 0.9919, 2.1822, 0.6866
844, 0.0216, 0.9928, 2.0606, 0.7072
845, 0.0291, 0.9920, 2.1574, 0.7031
846, 0.0278, 0.9926, 2.1109, 0.7072
847, 0.0311, 0.9905, 2.3240, 0.6761
848, 0.0292, 0.9909, 2.3761, 0.6791
849, 0.0243, 0.9933, 2.0329, 0.7016
850, 0.0187, 0.9941, 2.0631, 0.7001
851, 0.0232, 0.9929, 2.1780, 0.6933
852, 0.0261, 0.9929, 2.2190, 0.6866
853, 0.0297, 0.9909, 2.1598, 0.6944
854, 0.0196, 0.9943, 2.0456, 0.7061
855, 0.0181, 0.9946, 2.0895, 0.7012
856, 0.0216, 0.9938, 2.1350, 0.7053
857, 0.0239, 0.9929, 2.1426, 0.6881
858, 0.0221, 0.9933, 2.1122, 0.6971
859, 0.0196, 0.9943, 2.1700, 0.6922
860, 0.0215, 0.9945, 2.0854, 0.7057
861, 0.0186, 0.9946, 2.0918, 0.7076
862, 0.0187, 0.9947, 2.1463, 0.6933
863, 0.0235, 0.9932, 1.9869, 0.7102
864, 0.0278, 0.9914, 2.2784, 0.6745
865, 0.0284, 0.9909, 2.0939, 0.7012
866, 0.0315, 0.9906, 2.2219, 0.6794
867, 0.0338, 0.9897, 2.1849, 0.6948
868, 0.0228, 0.9932, 2.0966, 0.7053
869, 0.0247, 0.9931, 2.2075, 0.6926
870, 0.0241, 0.9936, 2.1964, 0.6899
871, 0.0220, 0.9942, 2.0942, 0.6974
872, 0.0239, 0.9928, 2.2080, 0.6941
873, 0.0198, 0.9944, 2.1328, 0.6982
874, 0.0184, 0.9949, 2.1687, 0.6986
875, 0.0192, 0.9951, 2.1581, 0.7053
876, 0.0179, 0.9952, 2.1548, 0.6926
877, 0.0153, 0.9956, 2.0603, 0.7061
878, 0.0165, 0.9954, 2.0484, 0.7110
879, 0.0211, 0.9939, 2.1749, 0.6967
880, 0.0243, 0.9936, 2.1156, 0.7001
881, 0.0215, 0.9947, 2.0977, 0.6933
882, 0.0218, 0.9936, 2.1437, 0.7091
883, 0.0171, 0.9949, 2.0776, 0.7091
884, 0.0195, 0.9947, 2.1811, 0.6952
885, 0.0203, 0.9943, 2.0772, 0.6956
886, 0.0209, 0.9942, 2.0635, 0.7020
887, 0.0166, 0.9951, 2.0439, 0.7065
888, 0.0177, 0.9951, 2.0498, 0.7106
889, 0.0152, 0.9956, 2.0010, 0.7110
890, 0.0138, 0.9971, 2.0691, 0.7125
891, 0.0161, 0.9959, 2.2303, 0.6963
892, 0.0182, 0.9953, 2.1243, 0.7080
893, 0.0119, 0.9967, 2.0550, 0.7080
894, 0.0156, 0.9959, 2.1125, 0.7038
895, 0.0174, 0.9950, 2.2246, 0.7042
896, 0.0196, 0.9943, 2.1782, 0.6978
897, 0.0203, 0.9942, 2.0713, 0.6933
898, 0.0274, 0.9930, 2.2634, 0.6918
899, 0.0287, 0.9916, 2.2261, 0.6723
900, 0.0275, 0.9911, 2.1206, 0.6982
901, 0.0369, 0.9882, 2.3285, 0.6742
902, 0.0300, 0.9901, 2.1507, 0.6944
903, 0.0230, 0.9940, 2.1362, 0.6914
904, 0.0208, 0.9937, 2.2115, 0.6974
905, 0.0246, 0.9925, 2.1453, 0.6918
906, 0.0256, 0.9911, 2.1923, 0.6903
907, 0.0299, 0.9907, 2.2387, 0.6806
908, 0.0287, 0.9916, 2.2548, 0.6851
909, 0.0269, 0.9914, 2.1565, 0.6899
910, 0.0243, 0.9931, 2.2835, 0.6873
911, 0.0226, 0.9936, 2.1827, 0.6937
912, 0.0269, 0.9912, 2.2098, 0.6914
913, 0.0255, 0.9921, 2.2604, 0.6828
914, 0.0231, 0.9937, 2.1205, 0.7080
915, 0.0225, 0.9928, 2.1859, 0.7001
916, 0.0263, 0.9917, 2.2647, 0.6791
917, 0.0326, 0.9911, 2.1963, 0.6903
918, 0.0262, 0.9931, 2.1483, 0.7012
919, 0.0156, 0.9951, 2.1303, 0.7023
920, 0.0197, 0.9946, 2.1508, 0.7068
921, 0.0175, 0.9956, 2.1214, 0.7042
922, 0.0163, 0.9953, 2.1116, 0.7068
923, 0.0203, 0.9944, 2.2208, 0.6986
924, 0.0186, 0.9947, 2.1207, 0.7106
925, 0.0188, 0.9946, 2.1105, 0.6989
926, 0.0188, 0.9947, 2.1500, 0.6967
927, 0.0158, 0.9945, 2.0807, 0.7095
928, 0.0123, 0.9966, 2.0223, 0.7170
929, 0.0149, 0.9959, 2.0509, 0.7038
930, 0.0133, 0.9964, 2.1008, 0.7046
931, 0.0117, 0.9971, 2.1338, 0.6993
932, 0.0107, 0.9976, 2.0421, 0.7057
933, 0.0117, 0.9970, 2.1293, 0.7117
934, 0.0122, 0.9964, 2.0835, 0.7113
935, 0.0100, 0.9977, 2.1176, 0.7117
936, 0.0144, 0.9961, 2.0822, 0.7061
937, 0.0136, 0.9962, 2.0098, 0.7158
938, 0.0109, 0.9973, 2.0711, 0.7095
939, 0.0113, 0.9975, 1.9874, 0.7185
940, 0.0107, 0.9971, 2.1745, 0.7020
941, 0.0187, 0.9948, 2.1586, 0.6821
942, 0.0217, 0.9940, 2.4105, 0.6554
943, 0.0271, 0.9918, 2.1887, 0.6873
944, 0.0202, 0.9933, 2.0499, 0.7095
945, 0.0154, 0.9961, 2.1371, 0.7005
946, 0.0199, 0.9945, 2.1438, 0.7001
947, 0.0249, 0.9926, 2.1489, 0.7016
948, 0.0207, 0.9933, 2.1397, 0.7020
949, 0.0196, 0.9942, 2.1970, 0.6888
950, 0.0184, 0.9947, 2.0723, 0.7151
951, 0.0158, 0.9956, 1.9924, 0.7155
952, 0.0228, 0.9936, 2.0832, 0.7147
953, 0.0277, 0.9920, 2.1376, 0.6884
954, 0.0275, 0.9921, 2.2981, 0.6884
955, 0.0254, 0.9931, 2.0787, 0.7106
956, 0.0231, 0.9923, 2.1487, 0.7083
957, 0.0187, 0.9945, 2.0434, 0.7068
958, 0.0191, 0.9940, 2.0715, 0.7125
959, 0.0168, 0.9950, 2.0479, 0.7087
960, 0.0212, 0.9940, 2.0641, 0.7012
961, 0.0151, 0.9959, 2.0272, 0.7065
962, 0.0115, 0.9976, 2.0475, 0.7177
963, 0.0149, 0.9963, 2.1116, 0.7083
964, 0.0170, 0.9953, 2.0942, 0.7031
965, 0.0171, 0.9956, 2.0771, 0.6967
966, 0.0151, 0.9958, 2.0541, 0.7053
967, 0.0159, 0.9947, 2.0758, 0.7091
968, 0.0140, 0.9967, 2.1496, 0.7016
969, 0.0179, 0.9954, 2.0852, 0.7106
970, 0.0162, 0.9954, 2.1115, 0.7076
971, 0.0151, 0.9962, 2.1260, 0.6948
972, 0.0138, 0.9957, 2.1140, 0.7166
973, 0.0100, 0.9976, 2.0558, 0.7162
974, 0.0107, 0.9971, 2.1327, 0.7027
975, 0.0124, 0.9963, 2.0625, 0.7128
976, 0.0140, 0.9961, 2.1665, 0.7046
977, 0.0154, 0.9951, 2.0464, 0.7143
978, 0.0116, 0.9967, 2.2416, 0.7005
979, 0.0160, 0.9956, 2.0698, 0.7050
980, 0.0198, 0.9939, 2.1237, 0.7050
981, 0.0165, 0.9949, 2.0675, 0.7091
982, 0.0111, 0.9975, 2.0951, 0.6982
983, 0.0101, 0.9975, 2.0663, 0.7012
984, 0.0112, 0.9974, 2.0803, 0.7110
985, 0.0162, 0.9952, 2.2386, 0.6896
986, 0.0177, 0.9950, 2.3336, 0.6989
987, 0.0154, 0.9962, 2.1618, 0.7072
988, 0.0138, 0.9958, 2.2279, 0.6982
989, 0.0135, 0.9966, 2.2608, 0.6911
990, 0.0162, 0.9955, 2.1175, 0.7061
991, 0.0166, 0.9950, 2.0723, 0.7072
992, 0.0142, 0.9955, 2.0601, 0.7095
993, 0.0138, 0.9963, 2.0713, 0.7128
994, 0.0209, 0.9931, 2.1755, 0.6956
995, 0.0256, 0.9916, 2.2711, 0.7076
996, 0.0201, 0.9939, 2.2746, 0.6896
997, 0.0219, 0.9931, 2.2199, 0.6956
998, 0.0187, 0.9940, 2.1896, 0.6944
999, 0.0189, 0.9947, 2.1301, 0.6963
1000, 0.0203, 0.9944, 2.2201, 0.6933
